FEN,BestMove,PieceCount,ThreatCount,PawnStructure,Score
rnbqkbn1/p2pp2r/1pp2pp1/7p/8/1QN1PNPB/PPPP1P1P/R1B1K2R,d2d4,32,1,0,315
rnbqkbn1/3pp2r/1pp2pp1/p6p/3P4/1QN1PNPB/PPP2P1P/R1B1K2R,e3e4,32,1,0,360
1nbqkbn1/r2pp2r/1pp2pp1/p6p/3PP3/1QN2NPB/PPP2P1P/R1B1K2R,c1f4,32,1,0,510
1nbqk1n1/r2pp2r/1pp2ppb/p6p/3PPB2/1QN2NPB/PPP2P1P/R3K2R,b3g8,32,1,0,1045
1nbqkbQ1/r2pp2r/1pp2pp1/p6p/3PPB2/2N2NPB/PPP2P1P/R3K2R,f4b8,31,1,0,1265
1B1qkbQ1/r2pp2r/bpp2pp1/p6p/3PP3/2N2NPB/PPP2P1P/R3K2R,g8g6,30,1,0,1410
1B1qkb2/r2ppr2/bpp2pQ1/p6p/3PP3/2N2NPB/PPP2P1P/R3K2R,b8f4,29,1,0,1390
q3kb2/r2ppr2/bpp2pQ1/p6p/3PPB2/2N2NPB/PPP2P1P/R3K2R,h3f5,29,1,0,1420
q3k3/r2ppr2/bpp2pQb/p4B1p/3PPB2/2N2NP1/PPP2P1P/R3K2R,g6g8,29,1,0,1450
q3krQ1/r2pp3/bpp2p1b/p4B1p/3PPB2/2N2NP1/PPP2P1P/R3K2R,f5g6,29,2,0,1445
q2k1rQ1/r2pp3/bpp2pBb/p6p/3PPB2/2N2NP1/PPP2P1P/R3K2R,f4c7,29,2,0,1100
q1k2rQ1/r1Bpp3/bpp2pBb/p6p/3PP3/2N2NP1/PPP2P1P/R3K2R,g8f8,29,3,0,630
q4Q2/rkBpp3/bpp2pBb/p6p/3PP3/2N2NP1/PPP2P1P/R3K2R,f8a8,28,3,0,1495
Q7/r1kpp3/bpp2pBb/p6p/3PP3/2N2NP1/PPP2P1P/R3K2R,c3b5,26,1,0,2140
Q7/r1kpp3/1pp2pBb/pb5p/3PP3/5NP1/PPP2P1P/R3K2R,a2a4,25,1,0,1080
Q7/r2pp3/1ppk1pBb/pb5p/P2PP3/5NP1/1PP2P1P/R3K2R,a8b8,25,1,0,2155
1Q6/r2pp3/1pp1kpBb/pb5p/P2PP3/5NP1/1PP2P1P/R3K2R,a4b5,25,1,0,2315
1Q6/3pp3/rpp1kpBb/pP5p/3PP3/5NP1/1PP2P1P/R3K2R,b8g8,24,1,0,2495
6Q1/3pp3/rppk1pBb/pP5p/3PP3/5NP1/1PP2P1P/R3K2R,e4e5,24,1,0,2345
6Q1/2kpp3/rpp2pBb/pP2P2p/3P4/5NP1/1PP2P1P/R3K2R,e5f6,24,0,0,2060
6Q1/3pp3/rppk1PBb/pP5p/3P4/5NP1/1PP2P1P/R3K2R,f6f7,23,1,0,2435
6Q1/3ppP2/rpp3Bb/pP1k3p/3P4/5NP1/1PP2P1P/R3K2R,f7f8r,23,1,1,2965
5RQ1/3pp3/rppk2Bb/pP5p/3P4/5NP1/1PP2P1P/R3K2R,e1g1,23,1,0,2475
5RQ1/3pp3/rppk2B1/pP5p/3P4/5NP1/1PP2P1P/R1b2RK1,g6e4,23,1,0,2710
5RQ1/r2pp3/1ppk4/pP5p/3PB3/5NP1/1PP2P1P/R1b2RK1,g8g6,23,1,0,2815
5R2/r1kpp3/1pp3Q1/pP5p/3PB3/5NP1/1PP2P1P/R1b2RK1,a1b1,23,1,0,2700
5R2/2kpp3/rpp3Q1/pP5p/3PB3/5NP1/1PP2P1P/1Rb2RK1,b5c6,23,0,0,2790
5R2/r1kpp3/1pP3Q1/p6p/3PB3/5NP1/1PP2P1P/1Rb2RK1,c6d7,22,1,0,2880
5R2/2kPp3/rp4Q1/p6p/3PB3/5NP1/1PP2P1P/1Rb2RK1,g6c6,21,0,0,9999
rnbqkbnr/ppppp2p/5p2/1B4p1/8/4P3/PPPP1PPP/RNBQK1NR,d1h5,32,1,1,9999
rnbqk1nr/ppppp1bp/5pp1/8/8/1P3P1P/P1PPP1P1/RNBQKBNR,e2e3,32,1,0,5
rnbqk1nr/pp1pp1bp/2p2pp1/8/8/1P2PP1P/P1PP2P1/RNBQKBNR,f1d3,32,1,0,90
rnbqkbnr/pp1pp2p/2p2pp1/8/8/1P1BPP1P/P1PP2P1/RNBQK1NR,c1b2,32,1,0,125
rnbqkbnr/p2pp2p/1pp2pp1/8/8/1P1BPP1P/PBPP2P1/RN1QK1NR,e3e4,32,1,0,180
rnbqkbnr/p2pp3/1pp2pp1/7p/4P3/1P1B1P1P/PBPP2P1/RN1QK1NR,g1e2,32,1,0,230
rnbqkbn1/p2pp2r/1pp2pp1/7p/4P3/1P1B1P1P/PBPPN1P1/RN1QK2R,e1g1,32,1,0,265
rnbqkbn1/3pp2r/1pp2pp1/p6p/4P3/1P1B1P1P/PBPPN1P1/RN1Q1RK1,b1a3,32,1,0,280
1nbqkbn1/r2pp2r/1pp2pp1/p6p/4P3/NP1B1P1P/PBPPN1P1/R2Q1RK1,e2f4,32,1,0,295
1nbqk1n1/r2pp2r/1pp2ppb/p6p/4PN2/NP1B1P1P/PBPP2P1/R2Q1RK1,f4e2,32,1,0,285
1nbq2n1/r2ppk1r/1pp2ppb/p6p/4P3/NP1B1P1P/PBPPN1P1/R2Q1RK1,f3f4,32,1,0,295
1nbq2n1/r2pp2r/1pp1kppb/p6p/4PP2/NP1B3P/PBPPN1P1/R2Q1RK1,e2d4,32,1,0,340
1nbq2n1/r2pp2r/1ppk1ppb/p6p/3NPP2/NP1B3P/PBPP2P1/R2Q1RK1,a3c4,32,1,0,385
1nbq2n1/r2pp2r/1pp2ppb/p1k4p/2NNPP2/1P1B3P/PBPP2P1/R2Q1RK1,d1f3,32,1,0,400
1nbq2n1/r2pp2r/1pp2ppb/p6p/1kNNPP2/1P1B1Q1P/PBPP2P1/R4RK1,b2a3,32,1,0,9999
rnbqkbnr/pp1ppp1p/8/2p3p1/4P3/1P6/P1PP1PPP/RNBQKBNR,c1b2,32,1,0,145
rnbqkbnr/pp1pp2p/5p2/2p3p1/4P3/1P6/PBPP1PPP/RN1QKBNR,d1h5,32,1,0,9999
r1bqkbnr/p1pppp1p/1pn3p1/5P2/8/3P4/PPP1P1PP/RNBQKBNR,e2e4,32,1,0,15
rnbqkbnr/p1pppp1p/1p4p1/5P2/4P3/3P4/PPP3PP/RNBQKBNR,d1g4,32,1,0,140
rnbqkbnr/p1ppp2p/1p3pp1/5P2/4P1Q1/3P4/PPP3PP/RNB1KBNR,c1f4,32,1,0,185
rnbqkbnr/p2pp2p/1pp2pp1/5P2/4PBQ1/3P4/PPP3PP/RN2KBNR,f5g6,32,1,0,355
rnbqkbnr/p2pp3/1pp2pP1/7p/4PBQ1/3P4/PPP3PP/RN2KBNR,g6g7,31,1,0,465
rnbqkbn1/p2pp1Pr/1pp2p2/7p/4PBQ1/3P4/PPP3PP/RN2KBNR,g4g6,31,1,0,9999
r1bq1bnr/pppppk1p/n4p2/6p1/7N/5PP1/PPPPP2P/RNBQKB1R,h4g2,32,0,0,10
r1bq1bnr/ppppp2p/n4pk1/6p1/8/5PP1/PPPPP1NP/RNBQKB1R,d2d3,32,1,0,115
r1bq1bnr/pp1pp2p/n1p2pk1/6p1/8/3P1PP1/PPP1P1NP/RNBQKB1R,b1c3,32,1,0,185
r1bq1bnr/p2pp2p/npp2pk1/6p1/8/2NP1PP1/PPP1P1NP/R1BQKB1R,e2e4,32,1,0,240
rnbq1bnr/p2pp2p/1pp2pk1/6p1/4P3/2NP1PP1/PPP3NP/R1BQKB1R,d3d4,32,1,0,275
rnbq1bnr/p2pp3/1pp2pk1/6pp/3PP3/2N2PP1/PPP3NP/R1BQKB1R,f1e2,32,0,0,290
rnbq1bn1/p2pp2r/1pp2pk1/6pp/3PP3/2N2PP1/PPP1B1NP/R1BQK2R,e1g1,32,0,0,325
rnbq1bn1/3pp2r/1pp2pk1/p5pp/3PP3/2N2PP1/PPP1B1NP/R1BQ1RK1,e2c4,32,0,0,355
1nbq1bn1/r2pp2r/1pp2pk1/p5pp/2BPP3/2N2PP1/PPP3NP/R1BQ1RK1,d1d3,32,0,0,370
1nbq2n1/r2pp2r/1pp2pkb/p5pp/2BPP3/2NQ1PP1/PPP3NP/R1B2RK1,e4e5,32,0,1,535
1nbq2n1/r2pp2r/1pp3kb/p3Pppp/2BP4/2NQ1PP1/PPP3NP/R1B2RK1,g2e3,32,0,1,390
1nb2qn1/r2pp2r/1pp3kb/p3Pppp/2BP4/2NQNPP1/PPP4P/R1B2RK1,e3f5,32,0,1,650
1n3qn1/r2pp2r/bpp3kb/p3PNpp/2BP4/2NQ1PP1/PPP4P/R1B2RK1,f5e7,31,0,0,920
1n3qn1/r2pN1kr/bpp4b/p3P1pp/2BP4/2NQ1PP1/PPP4P/R1B2RK1,d3g6,30,3,0,920
1n3qnk/r2pN2r/bpp3Qb/p3P1pp/2BP4/2N2PP1/PPP4P/R1B2RK1,g6g8,30,1,0,685
1n4qk/r2pN2r/bpp4b/p3P1pp/2BP4/2N2PP1/PPP4P/R1B2RK1,b2b3,28,2,0,90
1n4q1/r2pN1kr/bpp4b/p3P1pp/2BP4/1PN2PP1/P1P4P/R1B2RK1,e7f5,28,3,0,685
1n4q1/r2p3r/bpp3kb/p3PNpp/2BP4/1PN2PP1/P1P4P/R1B2RK1,f5e7,28,1,0,385
1n4q1/r2pN1kr/bpp4b/p3P1pp/2BP4/1PN2PP1/P1P4P/R1B2RK1,e7f5,28,3,0,685
1n4q1/r2p3r/bpp3kb/p3PNpp/2BP4/1PN2PP1/P1P4P/R1B2RK1,f5e7,28,1,0,385
rnbqkbnr/1pppp1pp/p4p2/8/8/5PP1/PPPPP2P/RNBQKBNR,e2e3,32,1,0,60
rnbqkbnr/1p1pp1pp/p1p2p2/8/8/4PPP1/PPPP3P/RNBQKBNR,b1c3,32,1,0,125
rnbqkbnr/1p1pp2p/p1p2pp1/8/8/2N1PPP1/PPPP3P/R1BQKBNR,f1c4,32,1,0,185
rnbqkbnr/3pp2p/ppp2pp1/8/2B5/2N1PPP1/PPPP3P/R1BQK1NR,g1e2,32,1,0,245
1nbqkbnr/r2pp2p/ppp2pp1/8/2B5/2N1PPP1/PPPPN2P/R1BQK2R,d2d4,32,1,0,290
1nbqkbnr/r2pp2p/1pp2pp1/p7/2BP4/2N1PPP1/PPP1N2P/R1BQK2R,e3e4,32,1,0,320
1nbqkbnr/r2pp3/1pp2pp1/p6p/2BPP3/2N2PP1/PPP1N2P/R1BQK2R,c1f4,32,1,0,485
1nbqkbn1/r2pp2r/1pp2pp1/p6p/2BPPB2/2N2PP1/PPP1N2P/R2QK2R,e1g1,32,1,0,520
1nbqk1n1/r2pp2r/1pp2ppb/p6p/2BPPB2/2N2PP1/PPP1N2P/R2Q1RK1,c4g8,32,1,0,700
1n1qk1B1/r2pp2r/bpp2ppb/p6p/3PPB2/2N2PP1/PPP1N2P/R2Q1RK1,f4b8,31,1,0,800
1Bq1k1B1/r2pp2r/bpp2ppb/p6p/3PP3/2N2PP1/PPP1N2P/R2Q1RK1,g8f7,30,1,0,995
1Bqk4/r2ppB1r/bpp2ppb/p6p/3PP3/2N2PP1/PPP1N2P/R2Q1RK1,f7g6,30,1,0,910
1Bqk1b2/r2pp2r/bpp2pB1/p6p/3PP3/2N2PP1/PPP1N2P/R2Q1RK1,g6h7,29,1,0,1110
1Bqk4/r2pp2B/bpp2p1b/p6p/3PP3/2N2PP1/PPP1N2P/R2Q1RK1,b8f4,28,1,0,1425
q2k4/r2pp2B/bpp2p1b/p6p/3PPB2/2N2PP1/PPP1N2P/R2Q1RK1,f1e1,28,1,0,1440
q3k3/r2pp2B/bpp2p1b/p6p/3PPB2/2N2PP1/PPP1N2P/R2QR1K1,d1d2,28,1,0,1445
q2k4/r2pp2B/bpp2p1b/p6p/3PPB2/2N2PP1/PPPQN2P/R3R1K1,d2e3,28,1,0,1450
q3k3/r2pp2B/bpp2p1b/p6p/3PPB2/2N1QPP1/PPP1N2P/R3R1K1,a1d1,28,1,0,1455
q2k4/r2pp2B/bpp2p1b/p6p/3PPB2/2N1QPP1/PPP1N2P/3RR1K1,e4e5,28,1,0,1460
q3k3/r2pp2B/bpp2p1b/p3P2p/3P1B2/2N1QPP1/PPP1N2P/3RR1K1,e5f6,28,1,0,1545
q2k4/r2pp2B/bpp2P1b/p6p/3P1B2/2N1QPP1/PPP1N2P/3RR1K1,f6e7,27,1,0,1965
q3k3/r2pP2B/bpp4b/p6p/3P1B2/2N1QPP1/PPP1N2P/3RR1K1,h7g6,26,1,1,9999
rnbqkbnr/ppppp1pp/5p2/8/8/4P3/PPPP1PPP/RNBQKBNR,d1h5,32,1,0,155
rnbqkbnr/ppppp2p/5pp1/7Q/8/4P3/PPPP1PPP/RNB1KBNR,h5d5,32,1,1,150
rnbqkbnr/pp1pp2p/2p2pp1/3Q4/8/4P3/PPPP1PPP/RNB1KBNR,d5c4,32,1,0,165
rnbqkbnr/p2pp2p/1pp2pp1/8/2Q5/4P3/PPPP1PPP/RNB1KBNR,g1f3,32,1,0,230
rnbqkbnr/p2pp3/1pp2pp1/7p/2Q5/4PN2/PPPP1PPP/RNB1KB1R,b1c3,32,1,0,285
rnbqkbn1/p2pp2r/1pp2pp1/7p/2Q5/2N1PN2/PPPP1PPP/R1B1KB1R,d2d4,32,1,0,330
rnbqkbn1/3pp2r/1pp2pp1/p6p/2QP4/2N1PN2/PPP2PPP/R1B1KB1R,f1d3,32,1,0,355
1nbqkbn1/r2pp2r/1pp2pp1/p6p/2QP4/2NBPN2/PPP2PPP/R1B1K2R,d3g6,32,1,0,450
1nbqkbn1/r2ppr2/1pp2pB1/p6p/2QP4/2N1PN2/PPP2PPP/R1B1K2R,g6f7,31,1,0,9999
rnbqkbnr/ppp1p1pp/3p1p2/8/8/3P1N2/PPP1PPPP/RNBQKB1R,d3d4,32,1,0,90
rnbqkbnr/pp2p1pp/2pp1p2/8/3P4/5N2/PPP1PPPP/RNBQKB1R,e2e3,32,1,0,135
rnbqkbnr/pp2p2p/2pp1pp1/8/3P4/4PN2/PPP2PPP/RNBQKB1R,e3e4,32,1,0,170
rnbqkbnr/p3p2p/1ppp1pp1/8/3PP3/5N2/PPP2PPP/RNBQKB1R,f3h4,32,1,0,220
rnbqkbnr/p3p3/1ppp1pp1/7p/3PP2N/8/PPP2PPP/RNBQKB1R,b1c3,32,1,0,275
rnbqkbn1/p3p2r/1ppp1pp1/7p/3PP2N/2N5/PPP2PPP/R1BQKB1R,f1c4,32,1,0,325
rnbqkbn1/4p2r/1ppp1pp1/p6p/2BPP2N/2N5/PPP2PPP/R1BQK2R,e1g1,32,1,0,360
1nbqkbn1/r3p2r/1ppp1pp1/p6p/2BPP2N/2N5/PPP2PPP/R1BQ1RK1,c1f4,32,1,0,385
1nbqk1n1/r3p2r/1ppp1ppb/p6p/2BPPB1N/2N5/PPP2PPP/R2Q1RK1,c4g8,32,1,0,680
1nbq2B1/r2kp2r/1ppp1ppb/p6p/3PPB1N/2N5/PPP2PPP/R2Q1RK1,c3b5,31,4,0,670
1nb2qB1/r2kp2r/1ppp1ppb/pN5p/3PPB1N/8/PPP2PPP/R2Q1RK1,b5a7,31,3,0,1000
1n3qB1/N2kp2r/bppp1ppb/p6p/3PPB1N/8/PPP2PPP/R2Q1RK1,a7c6,30,1,0,1110
1nq3B1/3kp2r/bpNp1ppb/p6p/3PPB1N/8/PPP2PPP/R2Q1RK1,c6b8,29,2,0,1575
1Nq1k1B1/4p2r/bp1p1ppb/p6p/3PPB1N/8/PPP2PPP/R2Q1RK1,b8a6,28,1,0,1830
q3k1B1/4p2r/Np1p1ppb/p6p/3PPB1N/8/PPP2PPP/R2Q1RK1,a6c7,27,1,0,2550
q2k2B1/2N1p2r/1p1p1ppb/p6p/3PPB1N/8/PPP2PPP/R2Q1RK1,c7e6,27,1,0,2230
q3k1B1/4p2r/1p1pNppb/p6p/3PPB1N/8/PPP2PPP/R2Q1RK1,e6c7,27,1,0,2550
q2k2B1/2N1p2r/1p1p1ppb/p6p/3PPB1N/8/PPP2PPP/R2Q1RK1,c7e6,27,1,0,2230
rnbqkbnr/pp1p2pp/2p5/4pp2/8/5N2/PPPPPPPP/RNBQKB1R,b1c3,32,1,0,170
rnbqkbnr/pp1p3p/2p3p1/4pp2/8/2N2N2/PPPPPPPP/R1BQKB1R,e2e3,32,1,0,205
rnbqkbnr/p2p3p/1pp3p1/4pp2/8/2N1PN2/PPPP1PPP/R1BQKB1R,f1c4,32,1,0,240
rnbqkbnr/p2p4/1pp3p1/4pp1p/2B5/2N1PN2/PPPP1PPP/R1BQK2R,f3e5,32,1,0,345
rnbqkbn1/p2p3r/1pp3p1/4Np1p/2B5/2N1P3/PPPP1PPP/R1BQK2R,c4f7,31,1,0,435
rnbq1bn1/p2pkB1r/1pp3p1/4Np1p/8/2N1P3/PPPP1PPP/R1BQK2R,f7g6,31,3,0,485
rnbq1bn1/p2p3r/1pp2kB1/4Np1p/8/2N1P3/PPPP1PPP/R1BQK2R,e5c6,30,2,0,590
rnbq1bn1/p2p3r/1pN3B1/5pkp/8/2N1P3/PPPP1PPP/R1BQK2R,h2h4,29,1,0,1005
rnbq1bn1/p2p3r/1pN2kB1/5p1p/7P/2N1P3/PPPP1PP1/R1BQK2R,c3d5,29,2,0,1015
rnbq1bn1/p2p3r/1pN1k1B1/3N1p1p/7P/4P3/PPPP1PP1/R1BQK2R,d5f4,29,1,0,1340
rnbq1bn1/p2p3r/1pN2kB1/5p1p/5N1P/4P3/PPPP1PP1/R1BQK2R,f4h5,29,2,0,1065
rnbq1bn1/p2p3r/1pN1k1B1/5p1N/7P/4P3/PPPP1PP1/R1BQK2R,h5f4,28,1,0,1440
rnbq1bn1/p2p3r/1pN2kB1/5p2/5N1P/4P3/PPPP1PP1/R1BQK2R,f4d5,28,2,0,1115
rnbq1bn1/p2p3r/1pN1k1B1/3N1p2/7P/4P3/PPPP1PP1/R1BQK2R,d5f4,28,1,0,1440
rnbq1bn1/p2p3r/1pN2kB1/5p2/5N1P/4P3/PPPP1PP1/R1BQK2R,f4d5,28,2,0,1115
rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR,c1f4,32,1,0,110
rnbqkbnr/pp1pp1pp/5p2/2p5/3P1B2/8/PPP1PPPP/RN1QKBNR,d4c5,32,1,0,215
rnbqkbnr/pp1pp2p/5pp1/2P5/5B2/8/PPP1PPPP/RN1QKBNR,g1f3,31,1,0,280
rnbqkbnr/p2pp2p/1p3pp1/2P5/5B2/5N2/PPP1PPPP/RN1QKB1R,d1d5,31,1,0,550
rnbqkbnr/p2pp3/1p3pp1/2PQ3p/5B2/5N2/PPP1PPPP/RN2KB1R,c5b6,31,1,0,650
rnbqkbn1/p2pp2r/1P3pp1/3Q3p/5B2/5N2/PPP1PPPP/RN2KB1R,f4c7,30,1,0,970
rnbqkbn1/2Bpp2r/1P3pp1/p2Q3p/8/5N2/PPP1PPPP/RN2KB1R,d5a8,30,1,0,1450
Qnbqk1n1/2Bpp2r/1P3ppb/p6p/8/5N2/PPP1PPPP/RN2KB1R,e2e3,29,1,0,1470
Qnbq2n1/2Bppk1r/1P3ppb/p6p/8/4PN2/PPP2PPP/RN2KB1R,a8d5,29,1,0,1755
1nbqk1n1/2Bpp2r/1P3ppb/p2Q3p/8/4PN2/PPP2PPP/RN2KB1R,d5g8,29,1,0,2040
1nbqkbQ1/2Bpp2r/1P3pp1/p6p/8/4PN2/PPP2PPP/RN2KB1R,g8g6,28,1,0,2140
1nbqkb2/2Bppr2/1P3pQ1/p6p/8/4PN2/PPP2PPP/RN2KB1R,b6b7,27,1,0,2015
1nbqk3/1PBppr2/5pQb/p6p/8/4PN2/PPP2PPP/RN2KB1R,g6g8,27,1,0,2345
1nbqkrQ1/1PBpp3/5p1b/p6p/8/4PN2/PPP2PPP/RN2KB1R,g8g3,27,2,0,2015
1nbqk2r/1PBpp3/5p1b/p6p/8/4PNQ1/PPP2PPP/RN2KB1R,g3g6,27,2,0,2345
1nbq1k1r/1PBpp3/5pQb/p6p/8/4PN2/PPP2PPP/RN2KB1R,g6h5,27,3,0,2100
1nbq1k2/1PBpp2r/5p1b/p6Q/8/4PN2/PPP2PPP/RN2KB1R,h5a5,26,2,0,2205
1nbqk3/1PBpp2r/5p1b/Q7/8/4PN2/PPP2PPP/RN2KB1R,a5h5,25,1,0,2545
1nbqk3/1PBppr2/5p1b/7Q/8/4PN2/PPP2PPP/RN2KB1R,h5h6,25,1,0,2525
1nbqk3/1PBpp2r/5p1Q/8/8/4PN2/PPP2PPP/RN2KB1R,h6h7,24,1,0,3025
1nbq1k2/1PBpp2Q/5p2/8/8/4PN2/PPP2PPP/RN2KB1R,h7h8,23,1,0,3355
1nbq3Q/1PBppk2/5p2/8/8/4PN2/PPP2PPP/RN2KB1R,h8h7,23,0,0,3355
1nbq4/1PBpp2Q/4kp2/8/8/4PN2/PPP2PPP/RN2KB1R,f3d4,23,1,0,3415
1nbq4/1PBpp2Q/5p2/3k4/3N4/4P3/PPP2PPP/RN2KB1R,b1c3,23,0,0,3455
1nbq4/1PBpp2Q/5p2/2k5/3N4/2N1P3/PPP2PPP/R3KB1R,c3e4,23,0,0,3475
1nbq4/1PBpp2Q/5p2/3k4/3NN3/4P3/PPP2PPP/R3KB1R,c2c4,23,0,0,9999
r1bqkbnr/ppppp1pp/8/5p2/2n5/P2P1PP1/1PP1P2P/RNBQKBNR,e2e4,32,1,0,65
r1bqkbnr/ppppp1pp/8/n4p2/4P3/P2P1PP1/1PP4P/RNBQKBNR,c1d2,32,1,0,85
r1bqkbnr/pp1pp1pp/2p5/n4p2/4P3/P2P1PP1/1PPB3P/RN1QKBNR,e4f5,32,1,0,375
r1bqkbnr/pp1pp2p/2p3p1/n4P2/8/P2P1PP1/1PPB3P/RN1QKBNR,f5g6,31,1,0,435
r1bqkbnr/p2pp2p/1pp3P1/n7/8/P2P1PP1/1PPB3P/RN1QKBNR,g6h7,30,1,0,550
r1bqk1nr/p2pp2P/1pp4b/n7/8/P2P1PP1/1PPB3P/RN1QKBNR,h7g8q,29,1,0,855
r1bqkbQr/p2pp3/1pp5/n7/8/P2P1PP1/1PPB3P/RN1QKBNR,g8g6,28,1,0,9999
rnbqkbn1/ppppp2r/5p1p/6p1/P2P4/1P6/1BP1PPPP/RN1QKBNR,d1d3,32,1,0,125
rnbqkbn1/pp1pp2r/2p2p1p/6p1/P2P4/1P1Q4/1BP1PPPP/RN2KBNR,d3g6,32,1,0,590
rnbqkbn1/pp1ppr2/2p2pQp/6p1/P2P4/1P6/1BP1PPPP/RN2KBNR,b1c3,32,1,0,600
rnbqkbn1/p2ppr2/1pp2pQp/6p1/P2P4/1PN5/1BP1PPPP/R3KBNR,g1f3,32,1,0,665
rnbqkbn1/p2ppr2/1pp2pQ1/6pp/P2P4/1PN2N2/1BP1PPPP/R3KB1R,g6h5,32,1,0,770
rnbqkbn1/3ppr2/1pp2p2/p5pQ/P2P4/1PN2N2/1BP1PPPP/R3KB1R,e2e4,31,1,0,815
1nbqkbn1/r2ppr2/1pp2p2/p5pQ/P2PP3/1PN2N2/1BP2PPP/R3KB1R,f1d3,31,1,0,840
1nbqk1n1/r2ppr2/1pp2p1b/p5pQ/P2PP3/1PNB1N2/1BP2PPP/R3K2R,e1g1,31,1,0,870
1n1qk1n1/r2ppr2/bpp2p1b/p5pQ/P2PP3/1PNB1N2/1BP2PPP/R4RK1,c3b5,31,1,0,570
1nq1k1n1/r2ppr2/bpp2p1b/pN4pQ/P2PP3/1P1B1N2/1BP2PPP/R4RK1,f3g5,31,1,0,670
1nqk2n1/r2ppr2/bpp2p1b/pN4NQ/P2PP3/1P1B4/1BP2PPP/R4RK1,b5a7,30,1,0,1445
1nqk2n1/N2pp2r/bpp2p1b/p5NQ/P2PP3/1P1B4/1BP2PPP/R4RK1,g5h7,29,1,0,1710
1nq3n1/N1kpp2N/bpp2p1b/p6Q/P2PP3/1P1B4/1BP2PPP/R4RK1,h7g5,28,1,0,1755
1nq3n1/N2pp3/bppk1p1b/p5NQ/P2PP3/1P1B4/1BP2PPP/R4RK1,a7c8,28,1,0,2395
1nN3n1/2kpp3/bpp2p1b/p5NQ/P2PP3/1P1B4/1BP2PPP/R4RK1,c8d6,27,0,0,2355
1n1k2n1/3pp3/bppN1p1b/p5NQ/P2PP3/1P1B4/1BP2PPP/R4RK1,g5f7,27,0,0,2705
1n4n1/2kppN2/bppN1p1b/p6Q/P2PP3/1P1B4/1BP2PPP/R4RK1,d6e8,27,0,0,2640
1nk1N1n1/3ppN2/bpp2p1b/p6Q/P2PP3/1P1B4/1BP2PPP/R4RK1,d3a6,27,1,0,2620
2k1N1n1/3ppN2/npp2p1b/p6Q/P2PP3/1P6/1BP2PPP/R4RK1,h5g6,25,0,0,2565
1nk1N1n1/3ppN2/1pp2pQb/p7/P2PP3/1P6/1BP2PPP/R4RK1,b2c3,25,0,0,2580
1nk1Nbn1/3ppN2/1pp2pQ1/p7/P2PP3/1PB5/2P2PPP/R4RK1,f1e1,25,0,0,2560
1nk1N1n1/3ppN2/1pp2pQb/p7/P2PP3/1PB5/2P2PPP/R3R1K1,a1d1,25,0,0,2590
1nk1Nbn1/3ppN2/1pp2pQ1/p7/P2PP3/1PB5/2P2PPP/3RR1K1,g6h7,25,0,0,2565
1nk1N1n1/3ppN1Q/1pp2p1b/p7/P2PP3/1PB5/2P2PPP/3RR1K1,h7h8,25,0,0,2590
1nk1NbnQ/3ppN2/1pp2p2/p7/P2PP3/1PB5/2P2PPP/3RR1K1,h8h7,25,0,0,2565
1nk1N1n1/3ppN1Q/1pp2p1b/p7/P2PP3/1PB5/2P2PPP/3RR1K1,h7h8,25,0,0,2590
rnbqkbnr/ppppp1pp/5p2/8/8/7N/PPPPPPPP/RNBQKB1R,e2e3,32,1,0,50
rnbqkbnr/pp1pp1pp/2p2p2/8/8/4P2N/PPPP1PPP/RNBQKB1R,d1h5,32,1,0,185
rnbqkbnr/pp1pp2p/2p2pp1/7Q/8/4P2N/PPPP1PPP/RNB1KB1R,h5c5,32,1,1,170
rnbqkbnr/p2pp2p/1pp2pp1/2Q5/8/4P2N/PPPP1PPP/RNB1KB1R,c5c4,32,1,0,190
rnbqkbnr/p2pp3/1pp2pp1/7p/2Q5/4P2N/PPPP1PPP/RNB1KB1R,b1c3,32,1,0,245
rnbqkbn1/p2pp2r/1pp2pp1/7p/2Q5/2N1P2N/PPPP1PPP/R1B1KB1R,h3f4,32,1,0,295
rnbqkbn1/3pp2r/1pp2pp1/p6p/2Q2N2/2N1P3/PPPP1PPP/R1B1KB1R,d2d4,32,1,0,340
1nbqkbn1/r2pp2r/1pp2pp1/p6p/2QP1N2/2N1P3/PPP2PPP/R1B1KB1R,f1d3,32,1,0,365
1nbqk1n1/r2pp2r/1pp2ppb/p6p/2QP1N2/2NBP3/PPP2PPP/R1B1K2R,c4g8,32,1,0,1045
1nbqkbQ1/r2pp2r/1pp2pp1/p6p/3P1N2/2NBP3/PPP2PPP/R1B1K2R,g8g6,31,1,0,1150
1nbqkb2/r2ppr2/1pp2pQ1/p6p/3P1N2/2NBP3/PPP2PPP/R1B1K2R,f4h5,30,1,0,1165
1nbqk3/r2ppr2/1pp2pQb/p6N/3P4/2NBP3/PPP2PPP/R1B1K2R,g6g8,29,1,0,1195
1nbqkrQ1/r2pp3/1pp2p1b/p6N/3P4/2NBP3/PPP2PPP/R1B1K2R,d3g6,29,2,0,9999
rnbqkbnr/p4ppp/2p5/1p1pp3/1PP5/3PP3/P4PPP/RNBQKBNR,c4b5,32,1,0,10
